leaf_id	pdb_file
B14-B22-FLU-B-VICTORIA-18SV220002306-CONS-07122022_HA	
INF-B30-20032023-B62-45SV230001859-FLUB-VICTORIA_HA	
B6-B80-18-SV-22-0003448_HA	
B6-B86-18-SV-22-0003539_HA	
B14-B74-FLU-B-VICTORIA-18SV220004942-CONS-07122022_HA	
INF-B30-20032023-B57-02SV230002012-FLUB-VICTORIA_HA	
INF-B30-20032023-B79-45SV230002668-FLUB-VICTORIA_HA	
B14-B16-FLU-B-VICTORIA-02SV220001776-CONS-07122022_HA	
INF-B30-20032023-B53-18SV230001638-FLUB-VICTORIA_HA	
B14-B72-FLU-B-VICTORIA-45SV220004751-CONS-07122022_HA	
INF-B30-20032023-B83-15SV230002516-FLUB-VICTORIA_HA	
INF-B-VICTORIA-B27-B18-08SV220008688-16022023_HA	
INF-B30-20032023-B75-45SV230002379-FLUB-VICTORIA_HA	
INF-B30-20032023-B90-45SV230002554-FLUB-VICTORIA_HA	
INF-B30-20032023-B64-45SV230001915-FLUB-VICTORIA_HA	
INF-B30-20032023-B61-02SV230002326-FLUB-VICTORIA_HA	
B14-B59-FLU-B-VICTORIA-18SV220004118-CONS-07122022_HA	
B14-B43-FLU-B-VICTORIA-18SV220003448-CONS-07122022_HA	
B14-B44-FLU-B-VICTORIA-45SV220003475-CONS-07122022_HA	
INF-B23-B57-45SV220006921-FLU-B-CONS-11012023_HA	
INF-B31-09062023-B62-02SV230003007-FLUB-VICTORIA_HA	
INF-B31-09062023-B88-45SV230004041-FLUB-VICTORIA_HA	
B14-B68-FLU-B-VICTORIA-08SV220004408-CONS-07122022_HA	
INF-B30-20032023-B77-02SV230002495-FLUB-VICTORIA_HA	
INF-B30-20032023-B54-18SV230001657-FLUB-VICTORIA_HA	
INF-B30-20032023-B86-18SV230002205-FLUB-VICTORIA_HA	
INF-B31-09062023-B83-45SV230003967-FLUB-VICTORIA_HA	
INF-B31-09062023-B84-45SV230003968-FLUB-VICTORIA_HA	
INF-B31-09062023-B74-45SV230003580-FLUB-VICTORIA_HA	
B8-B82-45SV0004268_HA	
B14-B60-FLU-B-VICTORIA-45SV220004268-CONS-07122022_HA	
B14-B17-FLU-B-VICTORIA-02SV220001783-CONS-07122022_HA	
B14-B36-FLU-B-VICTORIA-45SV220003106-CONS-07122022_HA	
B14-B02-FLU-B-VICTORIA-02222250452-CONS-07122022_HA	
INF-B28-22022023-B46-02SV230001262-FLUB-VICTORIA_HA	
B2-RPT-B88-FLUB-VICT-2222250452-CONS-01112022_HA	
INF-B30-20032023-B94-02SV230003145-FLUB-VICTORIA_HA	
INF-B31-09062023-B53-45SV230003094-FLUB-VICTORIA_HA	
INF-B30-20032023-B87-15SV230002355-FLUB-VICTORIA_HA	
B6-B81-45-SV-22-0003475_HA	
B3-B71-CONS-07102022_HA	
INF-B23-B17-45SV220005373-FLU-B-CONS-11012023_HA	
B11-B83-FLU-B-VICTORIA-45SV220005015-CONS-14112022_HA	
B7-B51-FLU-B-VICT-18-SV-22-0003616-CONS-26102022_HA	
B14-B82-FLU-B-VICTORIA-45SV220005149-CONS-07122022_HA	
B2-RPT-B89-FLUB-VICT-2222382494-CONS-01112022_HA	
B11-B91-FLU-B-VICTORIA-02SV220000660-CONS-14112022_HA	
B11-B90-FLU-B-VICTORIA-2222382494-CONS-14112022_HA	
B10-B94-FLU-B-VICTORIA-45SV220004648-CONS-18112022_HA	
B10-B86-FLU-B-VICTORIA-45SV220004751-CONS-18112022_HA	
